instance,description,status,plan,error
instance-2548.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
unstack d from b;
put down d;
pick up c;
stack c on d;
pick up a;
stack a on b;
unstack c from d;
put down c;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-2549.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
pick up a;
stack a on c;
",
instance-2550.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
unstack d from b;
put down d;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-2551.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.",ok,"unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-2552.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on c.",ok,"unstack a from c;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-2553.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
d is on c.",ok,"unstack b from d;
stack b on a;
pick up d;
stack d on c;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-2554.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
d is on c.",ok,"unstack a from b;
put down a;
unstack b from d;
stack b on a;
pick up d;
stack d on c;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-2555.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
d is on c.",ok,"unstack b from d;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on a;
pick up d;
stack d on c;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-2556.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
d is on c.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
pick up b;
stack b on a;
pick up d;
stack d on c;
",
instance-2557.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.",ok,"unstack a from d;
put down a;
pick up b;
stack b on d;
",
instance-2558.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
d is on a.",ok,"unstack b from d;
stack b on c;
pick up d;
stack d on a;
",
instance-2559.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on b.",ok,"unstack a from b;
put down a;
unstack b from d;
put down b;
unstack d from c;
stack d on b;
pick up a;
stack a on d;
",
instance-2560.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.
d is on c.",ok,"unstack d from c;
put down d;
pick up b;
stack b on d;
pick up c;
stack c on a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-2561.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
d is on a.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
unstack a from d;
put down a;
pick up d;
stack d on a;
",
instance-2562.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
d is on b.",ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
pick up d;
stack d on b;
",
instance-2563.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
pick up c;
stack c on d;
pick up b;
stack b on a;
",
instance-2564.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
d is on c.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
unstack d from b;
stack d on c;
",
instance-2565.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on a.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up d;
stack d on a;
",
instance-2566.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
d is on b.",ok,"unstack a from b;
put down a;
unstack b from c;
stack b on a;
unstack c from d;
put down c;
pick up d;
stack d on b;
",
instance-2567.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
d is on a.",ok,"unstack c from d;
put down c;
pick up a;
stack a on c;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-2568.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
d is on b.",ok,"unstack c from d;
put down c;
pick up b;
stack b on c;
unstack d from a;
stack d on b;
pick up a;
stack a on d;
",
instance-2569.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on a.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
unstack a from b;
put down a;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-2570.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
d is on b.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
pick up b;
stack b on a;
pick up d;
stack d on b;
",
instance-2571.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.",ok,"unstack d from b;
put down d;
unstack b from c;
put down b;
unstack c from a;
stack c on d;
pick up b;
stack b on c;
",
instance-2572.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.",ok,"unstack d from a;
put down d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2573.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack b from c;
put down b;
unstack c from a;
stack c on d;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2574.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
",
instance-2575.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.",ok,"unstack b from a;
put down b;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-2576.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.",ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
pick up a;
stack a on b;
",
instance-2577.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.",ok,"pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-2578.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up c;
stack c on a;
",
instance-2579.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.",ok,"unstack c from d;
put down c;
unstack b from a;
stack b on d;
pick up a;
stack a on b;
",
instance-2580.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.
d is on b.",ok,"unstack b from d;
put down b;
unstack d from a;
stack d on b;
unstack a from c;
put down a;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-2581.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on a.",ok,"unstack a from c;
put down a;
unstack c from d;
put down c;
unstack d from b;
stack d on a;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-2582.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack a from d;
put down a;
pick up b;
stack b on a;
pick up c;
stack c on d;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2583.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.",ok,"unstack a from c;
put down a;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-2584.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
pick up a;
stack a on b;
",
instance-2585.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack c from d;
put down c;
unstack d from a;
put down d;
pick up b;
stack b on a;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-2586.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.",ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-2587.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-2588.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack b from a;
put down b;
unstack a from d;
put down a;
pick up b;
stack b on a;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-2589.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack d from b;
put down d;
unstack b from c;
stack b on a;
pick up c;
stack c on d;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2590.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
stack b on a;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-2591.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on c.",ok,"unstack c from d;
put down c;
unstack d from b;
stack d on c;
pick up a;
stack a on b;
",
instance-2592.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
d is on b.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
pick up b;
stack b on c;
pick up d;
stack d on b;
",
instance-2593.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on b.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
unstack c from d;
stack c on a;
pick up d;
stack d on b;
",
instance-2594.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
d is on c.",ok,"pick up b;
stack b on d;
pick up a;
stack a on b;
",
instance-2595.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.",ok,"unstack d from b;
put down d;
unstack b from c;
put down b;
unstack c from a;
put down c;
pick up a;
stack a on b;
",
instance-2596.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack c from a;
put down c;
unstack d from b;
put down d;
pick up b;
stack b on a;
",
instance-2597.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on a.",ok,"unstack c from d;
put down c;
pick up d;
stack d on a;
",
instance-2598.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on a.",ok,"unstack a from c;
put down a;
unstack c from d;
put down c;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-2599.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.
d is on c.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up c;
stack c on b;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-2600.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.",ok,"unstack d from a;
put down d;
pick up a;
stack a on d;
",
instance-2601.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on d;
",
instance-2602.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
d is on c.",ok,"unstack b from c;
put down b;
unstack c from d;
put down c;
unstack d from a;
stack d on c;
pick up b;
stack b on d;
pick up a;
stack a on b;
",
instance-2603.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2604.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.",ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
unstack c from d;
stack c on b;
pick up a;
stack a on c;
",
instance-2605.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack c from b;
put down c;
unstack b from d;
stack b on a;
pick up c;
stack c on d;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2606.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on c.",ok,"unstack a from d;
put down a;
unstack c from b;
put down c;
pick up d;
stack d on c;
pick up a;
stack a on b;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-2607.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.",ok,"unstack a from d;
put down a;
pick up c;
stack c on d;
",
instance-2608.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.",ok,"unstack b from d;
put down b;
unstack d from c;
put down d;
unstack c from a;
stack c on d;
pick up b;
stack b on c;
",
instance-2609.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack d from b;
put down d;
pick up b;
stack b on a;
",
instance-2610.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.",ok,"unstack d from a;
put down d;
pick up a;
stack a on d;
unstack c from b;
stack c on a;
",
instance-2611.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.",ok,"unstack b from d;
put down b;
unstack a from c;
stack a on d;
pick up c;
stack c on b;
",
instance-2612.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
d is on c.",ok,"unstack b from c;
put down b;
pick up a;
stack a on b;
unstack c from d;
put down c;
pick up d;
stack d on c;
unstack a from b;
put down a;
pick up b;
stack b on d;
pick up a;
stack a on b;
",
instance-2613.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on c.",ok,"unstack b from d;
put down b;
unstack c from a;
stack c on b;
pick up d;
stack d on c;
",
instance-2614.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.",ok,"unstack b from d;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-2615.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on b.",ok,"unstack d from a;
put down d;
unstack a from b;
put down a;
pick up c;
stack c on a;
pick up d;
stack d on b;
",
instance-2616.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
d is on a.",ok,"unstack c from b;
put down c;
unstack d from a;
put down d;
pick up a;
stack a on c;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-2617.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
unstack c from d;
stack c on a;
pick up b;
stack b on c;
",
instance-2618.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
pick up b;
stack b on d;
pick up c;
stack c on a;
",
instance-2619.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.",ok,"unstack c from a;
put down c;
unstack a from d;
stack a on c;
unstack d from b;
put down d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-2620.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"unstack b from c;
stack b on d;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2621.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on c.",ok,"unstack a from d;
put down a;
unstack b from c;
put down b;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-2622.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-2623.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
pick up c;
stack c on d;
",
instance-2624.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.",ok,"pick up c;
stack c on b;
unstack d from a;
put down d;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-2625.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.",ok,"unstack d from c;
put down d;
pick up c;
stack c on d;
",
instance-2626.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.",ok,"unstack b from d;
put down b;
unstack c from a;
stack c on d;
pick up a;
stack a on b;
unstack c from d;
put down c;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-2627.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
d is on b.",ok,"unstack d from a;
stack d on b;
unstack a from c;
put down a;
unstack d from b;
put down d;
pick up b;
stack b on c;
pick up d;
stack d on b;
",
instance-2628.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on a.",ok,"unstack a from b;
put down a;
pick up d;
stack d on a;
unstack b from c;
stack b on d;
pick up c;
stack c on b;
",
instance-2629.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.",ok,"unstack a from c;
put down a;
unstack c from d;
put down c;
unstack d from b;
put down d;
pick up b;
stack b on d;
",
instance-2630.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.",ok,"unstack b from a;
put down b;
unstack d from c;
put down d;
pick up a;
stack a on b;
pick up c;
stack c on d;
",
instance-2631.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on b.",ok,"unstack d from a;
stack d on b;
unstack a from c;
stack a on d;
pick up c;
stack c on a;
",
instance-2632.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.",ok,"unstack b from c;
put down b;
unstack c from a;
stack c on b;
unstack a from d;
stack a on c;
pick up d;
stack d on a;
",
instance-2633.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.",ok,"unstack d from a;
put down d;
unstack a from c;
put down a;
unstack c from b;
stack c on a;
pick up b;
stack b on d;
",
instance-2634.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"unstack b from c;
put down b;
unstack c from d;
stack c on b;
unstack d from a;
put down d;
unstack c from b;
put down c;
pick up a;
stack a on c;
pick up b;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2635.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.",ok,"unstack d from b;
put down d;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-2636.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.",ok,"unstack c from b;
put down c;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2637.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.",ok,"unstack c from d;
put down c;
unstack d from a;
put down d;
unstack a from b;
put down a;
pick up b;
stack b on a;
pick up c;
stack c on d;
",
instance-2638.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
d is on c.",ok,"unstack b from a;
put down b;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up b;
stack b on a;
",
instance-2639.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on c.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up a;
stack a on b;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-2640.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on a.",ok,"unstack c from a;
put down c;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-2641.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.",ok,"unstack c from d;
put down c;
unstack b from a;
stack b on c;
pick up a;
stack a on d;
",
instance-2642.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-2643.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on c.",ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
pick up a;
stack a on b;
pick up d;
stack d on c;
",
instance-2644.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.",ok,"unstack a from c;
put down a;
pick up c;
stack c on a;
unstack d from b;
stack d on c;
",
instance-2645.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
pick up b;
stack b on a;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-2646.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
unstack a from c;
put down a;
pick up c;
stack c on d;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2647.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on b.",ok,"unstack d from c;
stack d on b;
unstack c from a;
put down c;
pick up a;
stack a on d;
",
instance-2648.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2649.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on b.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
unstack b from c;
put down b;
pick up c;
stack c on a;
pick up d;
stack d on b;
",
instance-2650.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.",ok,"unstack d from a;
put down d;
unstack a from c;
put down a;
pick up b;
stack b on c;
",
instance-2651.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on c.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
unstack a from c;
stack a on b;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-2652.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on c.",ok,"unstack b from a;
put down b;
unstack c from d;
put down c;
pick up a;
stack a on b;
pick up d;
stack d on c;
",
instance-2653.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on b.",ok,"unstack b from d;
put down b;
pick up d;
stack d on b;
unstack a from c;
stack a on d;
",
instance-2654.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up a;
stack a on b;
unstack c from d;
put down c;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-2655.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.",ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up c;
stack c on b;
",
instance-2656.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack c from a;
stack c on d;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2657.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-2658.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
c is on a.",ok,"unstack d from c;
put down d;
unstack a from b;
stack a on d;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-2659.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
pick up b;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2660.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
d is on a.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
stack b on c;
pick up d;
stack d on a;
",
instance-2661.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.",ok,"unstack c from d;
stack c on a;
pick up d;
stack d on c;
",
instance-2662.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.",ok,"unstack a from d;
put down a;
unstack d from b;
stack d on c;
pick up b;
stack b on d;
",
instance-2663.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.",ok,"pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2664.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
pick up c;
stack c on b;
",
instance-2665.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on b.",ok,"unstack b from d;
put down b;
unstack d from a;
stack d on b;
pick up a;
stack a on d;
",
instance-2666.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"pick up b;
stack b on a;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-2667.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.",ok,"unstack c from b;
put down c;
unstack b from d;
stack b on c;
pick up a;
stack a on b;
",
instance-2668.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on b.",ok,"unstack d from a;
stack d on b;
pick up a;
stack a on d;
pick up c;
stack c on a;
",
